league,player,team,season,pos,age,minutes,nineties,goals_per90,assists_per90,ga_per90,shots_per90,sot_per90,g_per_sh,crosses_per90,fouls_drawn_per90,fouls_committed_per90,offsides_per90,season_end_year,us_position,us_minutes,npxg,xg,xa,np_goals,goals_us,key_passes,shots_us,xg_chain,xg_buildup,npxg_per90,xa_per90,npxg_xa_per90,key_passes_per90,key_passes_per100,goals_minus_npxg,goals_minus_npxg_per90,npxg_per_shot,in_bundesliga,crosses_per90_z,fouls_drawn_per90_z,sot_per90_z,npxg_xa_per90_z,winger_score,likely_winger,side_review,sofifa_player_id,fc_overall,fc_potential,fc_age,fc_value_eur,fc_pos,fifa_edition,sofifa_update,sofifa_version_id
GER-Bundesliga,Omar Marmoush,Eintracht Frankfurt,2324,"FW,MF",24,2301,25.6,0.39,0.23,0.63,3.05,1.29,0.13,1.25,2.890625,1.09375,0.46875,2024,F M S,2343.0,9.890889197587969,11.406442493200302,4.691447583958507,10.0,12.0,41.0,78.0,15.56265939772129,2.8945334600284696,0.3799317233388463,0.1802092541853459,0.5601409775241923,1.5749039692701663,1.749893299189074,0.109110802412033,0.0041911959953405,0.1268062717639483,True,-0.3939329136985003,2.3143678222983812,0.9497411083520794,0.5591515463347143,0.8573318908216686,True,,256675.0,75.0,80.0,24.0,8500000.0,ST,FC 24,"Aug 11, 2023",240001.0
GER-Bundesliga,Dodi Lukebakio,Düsseldorf,1819,"MF,FW",20,1972,21.9,0.27,0.14,0.41,2.56,1.41,0.11,1.8721461187214616,2.2831050228310503,1.3698630136986305,0.6392694063926941,2019,,,,,,,,,,,,,,,,,,,,True,-0.0490880464599775,1.386058473411256,1.2287509469601603,,0.8552404579704797,True,,231416.0,70.0,80.0,20.0,2900000.0,RM,FIFA 19,"Aug 21, 2018",190002.0
GER-Bundesliga,Sadio Mané,Bayern Munich,2223,"MF,FW",30,1425,15.8,0.38,0.32,0.69,3.41,1.39,0.11,1.3924050632911391,1.5189873417721518,1.0126582278481011,1.3924050632911391,2023,F M S,1449.0,10.26893113553524,11.784473165869713,4.721706811338663,6.0,7.0,25.0,54.0,19.7928506731987,6.392940312623978,0.6378218096605739,0.293273714989979,0.9310955246505528,1.5527950310559004,1.725327812284334,-4.26893113553524,-0.2651510022071577,0.1901653913988007,True,-0.3150002423099127,0.2184629808606277,1.182249307192147,2.323011888187859,0.8521809834826802,True,,208722.0,89.0,89.0,30.0,99500000.0,LM,FIFA 23,"Sep 1, 2022",230001.0
GER-Bundesliga,Timo Werner,RB Leipzig,1920,FW,23,2795,31.1,0.81,0.26,1.06,3.96,2.06,0.2,2.797427652733119,0.932475884244373,0.5787781350482315,1.4147909967845658,2020,,,,,,,,,,,,,,,,,,,,True,0.4637795551417616,-0.6777446990738828,2.7400542394206013,,0.84202969849616,True,,212188.0,83.0,87.0,23.0,34500000.0,ST,FIFA 20,"Aug 20, 2019",200001.0
GER-Bundesliga,Noah Weißhaupt,Freiburg,2324,MF,21,759,8.4,0.12,0.24,0.36,0.47,0.12,0.25,5.9523809523809526,3.6904761904761902,0.9523809523809524,0.238095238095238,2024,D M S,693.0,0.3708160705864429,0.3708160705864429,2.047544148750603,1.0,1.0,16.0,4.0,4.09987820032984,2.900294376537204,0.0481579312449925,0.2659148245130653,0.3140727557580579,2.0779220779220777,2.3088023088023086,0.629183929413557,0.0817121986251372,0.0927040176466107,True,2.212515774852693,3.5365652244276853,-1.7706048180767144,-0.6108839233093953,0.8418980644735671,True,,262672.0,69.0,77.0,21.0,3100000.0,LM,FC 24,"Aug 11, 2023",240001.0
GER-Bundesliga,Kingsley Coman,Bayern Munich,1920,"MF,FW",23,1505,16.7,0.24,0.18,0.42,2.21,0.9,0.11,4.730538922155689,1.9760479041916168,0.6586826347305389,0.2395209580838323,2020,F M S,1507.0,5.28508859500289,5.28508859500289,5.059591472148895,4.0,4.0,32.0,37.0,16.030744828283787,7.476638101041317,0.3156323646650697,0.3021653832072997,0.6177977478723694,1.911081619110816,2.12342402123424,-1.2850885950028896,-0.0767471622762177,0.1428402322973753,True,1.5352698031742655,0.916865682083409,0.0429591328758147,0.8333050550173877,0.8320999182877192,True,,213345.0,84.0,88.0,23.0,40500000.0,LM,FIFA 20,"Aug 20, 2019",200001.0
GER-Bundesliga,Serhou Guirassy,Stuttgart,2324,FW,27,2208,24.5,0.98,0.12,1.1,3.71,1.83,0.26,0.0408163265306122,2.2448979591836733,0.7346938775510204,0.6938775510204082,2024,,,,,,,,,,,,,,,,,,,,True,-1.0641625764688072,1.327676896326883,2.2052853820884457,,0.8229332339821739,True,,215441.0,77.0,77.0,27.0,11500000.0,ST,FC 24,"Aug 11, 2023",240001.0
GER-Bundesliga,Cauly Oliveira Souza,Paderborn 07,1920,"MF,FW",23,717,8.0,0.25,0.0,0.25,1.76,1.0,0.14,4.875,1.75,1.125,0.125,2020,,,,,,,,,,,,,,,,,,,,True,1.615342087982103,0.5714574804711969,0.2754673317158825,,0.8207556333897275,True,,238486.0,69.0,76.0,23.0,1500000.0,RM,FIFA 20,"Aug 20, 2019",200001.0
GER-Bundesliga,Loïs Openda,RB Leipzig,2425,FW,24,2453,27.3,0.33,0.18,0.51,2.86,1.21,0.12,0.9890109890109888,2.8205128205128203,1.0622710622710625,0.9890109890109888,2025,,,,,,,,,,,,,,,,,,,,True,-0.5385946228001732,2.2072342396430393,0.7637345492800249,,0.8107913887076302,True,,243580.0,85.0,87.0,24.0,71000000.0,ST,FC 25,"Aug 7, 2024",250001.0
GER-Bundesliga,André Silva,Eintracht Frankfurt,2021,FW,24,2760,30.7,0.68,0.23,0.91,3.75,2.02,0.18,0.4234527687296417,1.1074918566775245,0.5537459283387622,0.9446254071661238,2021,F,2787.0,20.294785987585783,25.599131893366575,5.467085654847324,21.0,28.0,31.0,114.0,26.746589360758662,4.0964294988662,0.6553752202664946,0.1765474377238102,0.8319226579903048,1.0010764262648009,1.112307140294223,0.705214012414217,0.0227733265580479,0.1780244384875945,True,-0.8520737935605271,-0.4103148703933952,2.647050959884574,1.8514525345015571,0.8090287076080522,True,,,,,,,,,,
GER-Bundesliga,Amine Adli,Leverkusen,2223,"FW,MF",22,1435,15.9,0.31,0.19,0.5,2.32,1.07,0.14,1.1320754716981132,2.9559748427672954,2.452830188679245,0.2515723270440251,2023,,,,,,,,,,,,,,,,,,,,True,-0.4592964466093853,2.414224406886567,0.4382230709039301,,0.797717010393704,True,,255223.0,74.0,84.0,22.0,9500000.0,ST,FIFA 23,"Sep 1, 2022",230001.0
GER-Bundesliga,Jamie Gittens,Dortmund,2425,MF,19,1776,19.7,0.41,0.15,0.56,2.64,1.22,0.15,2.487309644670051,2.233502538071066,1.269035532994924,0.1522842639593908,2025,,,,,,,,,,,,,,,,,,,,True,0.2918864899908357,1.310264339784076,0.7869853691640317,,0.7963787329796479,True,,,,,,,,,,
GER-Bundesliga,Davie Selke,Werder Bremen,2021,FW,25,813,9.0,0.22,0.11,0.33,3.21,1.44,0.07,1.3333333333333333,3.0,2.3333333333333335,1.0,2021,F S,786.0,3.004448665305972,3.762144638225436,0.3887912072241306,2.0,3.0,8.0,28.0,3.169440370053053,0.6270286981016397,0.3440208395388518,0.0445180771630683,0.3885389167019202,0.9160305343511452,1.0178117048346056,-1.004448665305972,-0.1150132059510655,0.1073017380466418,True,-0.3477426837748084,2.481496211240714,1.298503406612181,-0.2568030551371814,0.7938634697352263,True,,212626.0,73.0,77.0,25.0,4300000.0,ST,FIFA 21,"Aug 24, 2020",210001.0
GER-Bundesliga,Harry Kane,Bayern Munich,2425,FW,31,2381,26.5,0.64,0.34,0.98,4.31,2.04,0.15,0.5283018867924528,0.7924528301886793,0.3396226415094339,0.6037735849056604,2025,F S,2400.0,18.018512774258852,24.83850298821926,5.889719098806381,17.0,26.0,36.0,114.0,30.19251061975956,8.705299209803343,0.6756942290347069,0.2208644662052392,0.8965586952399462,1.35,1.5,-1.018512774258852,-0.0381942290347069,0.1580571295987618,True,-0.7939577351131162,-0.8917042642314897,2.693552599652588,2.158791920532454,0.7916706302101091,True,,202126.0,90.0,90.0,30.0,117500000.0,ST,FC 25,"Aug 7, 2024",250001.0
GER-Bundesliga,Marco Richter,Augsburg,2021,"MF,FW",22,1416,15.7,0.19,0.06,0.25,3.5,1.21,0.05,4.076433121019108,2.2929936305732483,1.2738853503184715,0.445859872611465,2021,F M S,1403.0,4.99990101531148,4.99990101531148,1.3199817165732384,3.0,3.0,15.0,55.0,6.450926210731268,0.7611310109496117,0.3207349190149915,0.0846745220895163,0.4054094411045079,0.962223806129722,1.069137562366358,-1.9999010153114796,-0.1282901577890471,0.0909072911874814,True,1.1727102349872325,1.4011685724360443,0.7637345492800249,-0.1765850090975574,0.790257086901436,True,,238068.0,74.0,82.0,22.0,9500000.0,RM,FIFA 21,"Aug 24, 2020",210001.0
GER-Bundesliga,Kai Pröger,Paderborn 07,1920,"MF,FW",27,2079,23.1,0.09,0.26,0.35,2.21,0.61,0.04,8.181818181818182,1.0822510822510822,0.5194805194805194,0.4329004329004329,2020,,,,,,,,,,,,,,,,,,,,True,3.4482543935904277,-0.4488835557926923,-0.631314643760382,,0.7893520646791178,True,,246845.0,69.0,69.0,27.0,1100000.0,RM,FIFA 20,"Aug 20, 2019",200001.0
GER-Bundesliga,Nadiem Amiri,Mainz 05,2425,MF,27,2473,27.5,0.18,0.18,0.36,2.26,0.95,0.08,6.0,1.8545454545454545,1.6,0.0727272727272727,2025,M,2501.0,4.194904129952192,5.710457522422075,8.261441332288086,5.0,7.0,62.0,62.0,16.05507216975093,10.064808908849956,0.1509561662117942,0.2972929707740614,0.4482491369858557,2.2311075569772094,2.4790083966413436,0.8050958700478077,0.0289718625766904,0.0676597440314869,True,2.238910191951945,0.7312061743173746,0.1592132322958485,0.0271144500613008,0.7891110121566173,True,,225309.0,78.0,79.0,27.0,16000000.0,CM,FC 25,"Aug 7, 2024",250001.0
FRA-Ligue 1,Mathias Pereira Lage,Brest,2425,"MF,FW",27,1571,17.5,0.11,0.4,0.52,2.06,0.86,0.06,5.6571428571428575,1.6,1.6571428571428573,0.1142857142857142,2025,,,,,,,,,,,,,,,,,,,,False,2.0488703888373268,0.342252832778855,-0.0500441466602124,,0.7803596916519897,True,,,,,,,,,,
GER-Bundesliga,Roland Sallai,Freiburg,1920,MF,22,1162,12.9,0.15,0.0,0.15,2.63,0.93,0.06,3.255813953488372,3.255813953488372,2.3255813953488373,0.6976744186046512,2020,F M S,1170.0,3.173120791092515,3.173120791092515,0.91549701243639,2.0,2.0,12.0,34.0,4.2775292079895735,1.7039513187482953,0.2440862146994242,0.0704228471104915,0.3145090618099158,0.9230769230769232,1.0256410256410255,-1.173120791092515,-0.0902400608532703,0.0933270820909563,True,0.7178551786508311,2.872387858467964,0.1127115925278351,-0.608809321588661,0.7735363270144924,True,,234171.0,72.0,79.0,22.0,4400000.0,LM,FIFA 20,"Aug 20, 2019",200001.0
GER-Bundesliga,Roland Sallai,Freiburg,2021,"MF,FW",23,1661,18.5,0.38,0.16,0.54,2.55,1.08,0.15,2.5405405405405403,3.027027027027027,2.6486486486486487,0.6486486486486487,2021,F M S,1694.0,6.080245697870851,6.838023686781526,1.383343892171979,7.0,8.0,15.0,47.0,8.550057578831911,3.147823303937912,0.3230354857192305,0.0734952481083105,0.3965307338275411,0.7969303423848878,0.885478158205431,0.9197543021291494,0.0488653407270504,0.1293669297419329,True,0.3213914578224599,2.522794345960055,0.461473890787937,-0.2188025793472896,0.7717142788057907,True,,234171.0,72.0,77.0,23.0,3500000.0,RM,FIFA 21,"Aug 24, 2020",210001.0
ESP-La Liga,Robert Lewandowski,Barcelona,2425,FW,35,2667,29.6,0.81,0.07,0.88,3.88,1.62,0.21,0.1689189189189189,1.3175675675675675,1.0135135135135134,0.5743243243243243,2025,F S,2716.0,26.441228091716766,29.41433861851692,2.4752993676811457,24.0,27.0,18.0,115.0,29.242779716849327,6.6593545116484165,0.876182079622426,0.0820239113001852,0.9582059909226112,0.5964653902798233,0.6627393225331369,-2.4412280917167664,-0.0808948925826616,0.2299237225366675,False,-0.9931575181139646,-0.0893126750382577,1.7170181645243034,2.4519200702734185,0.7716170104113749,True,,,,,,,,,,
GER-Bundesliga,Eric Maxim Choupo-Moting,Bayern Munich,2324,MF,34,717,8.0,0.25,0.25,0.5,3.26,1.51,0.08,1.375,0.875,1.25,0.25,2024,M S,695.0,5.640835586935282,5.640835586935282,2.1856860015541315,2.0,2.0,16.0,26.0,10.652611684054136,4.074539352208376,0.7304679177326264,0.2830384750213983,1.0135063927540249,2.0719424460431655,2.302158273381295,-3.6408355869352818,-0.4714751119772307,0.2169552148821262,True,-0.3246475688129623,-0.7655696310674651,1.4612591458002286,2.7148692278847597,0.7714777934511402,True,,183569.0,78.0,78.0,34.0,7000000.0,ST,FC 24,"Aug 11, 2023",240001.0
GER-Bundesliga,Virgil Misidjan,Nürnberg,1819,"MF,FW",25,1543,17.1,0.06,0.06,0.12,1.34,0.47,0.04,2.923976608187134,3.157894736842105,2.046783625730994,0.5847953216374269,2019,,,,,,,,,,,,,,,,,,,,True,0.5339234593300499,2.722764261443179,-0.9568261221364772,,0.7666205328789172,True,,,,,,,,,,
GER-Bundesliga,Leonardo Bittencourt,Hoffenheim,1819,MF,24,1069,11.9,0.08,0.25,0.34,1.94,0.84,0.04,3.613445378151261,2.6050420168067228,1.4285714285714286,0.2521008403361344,2019,M S,1070.0,3.278507376089692,3.278507376089692,2.7456207796931267,1.0,1.0,22.0,23.0,10.35918240994215,5.3902182802557945,0.2757623026617498,0.2309400655816648,0.5067023682434146,1.8504672897196264,2.0560747663551404,-2.278507376089692,-0.1916501531290395,0.1425437989604214,True,0.9160841114482274,1.8779881753000935,-0.096545786428226,0.3050550691130955,0.7506453923582976,True,,203106.0,79.0,82.0,24.0,16000000.0,LM,FIFA 19,"Aug 21, 2018",190002.0
GER-Bundesliga,Nathan Tella,Leverkusen,2324,MF,24,819,9.1,0.55,0.22,0.77,2.31,1.21,0.24,2.967032967032967,1.978021978021978,1.208791208791209,0.4395604395604395,2024,,,,,,,,,,,,,,,,,,,,True,0.5577888567072421,0.91988212806212,0.7637345492800249,,0.7471351780164622,True,,258626.0,68.0,68.0,27.0,1300000.0,RM,FC 25,"Aug 7, 2024",250001.0
GER-Bundesliga,Sven Schipplock,Arminia,2021,FW,31,744,8.3,0.12,0.0,0.12,1.94,0.6,0.06,1.325301204819277,3.4939759036144573,4.578313253012047,0.36144578313253,2021,,,,,,,,,,,,,,,,,,,,True,-0.3521947541288992,3.236306697617101,-0.654565463644389,,0.7431821599479376,True,,,,,,,,,,
GER-Bundesliga,Marvin Ducksch,Werder Bremen,2425,FW,30,2418,26.9,0.26,0.3,0.56,2.64,1.08,0.1,6.282527881040893,0.6319702602230484,0.2230483271375465,0.5204460966542751,2025,F S,2477.0,8.931332174688578,10.446885596960785,10.059994157403708,7.0,8.0,61.0,71.0,19.355842046439648,4.983372114598751,0.3245134823261897,0.3655225975641234,0.6900360798903131,2.2163907953169155,2.4626564392410173,-1.9313321746885777,-0.0701735549947404,0.1257934109111067,True,2.395510525373534,-1.1369266036297168,0.461473890787937,1.1767927679868904,0.724212645129661,True,,197031.0,77.0,77.0,30.0,10500000.0,ST,FC 25,"Aug 7, 2024",250001.0
GER-Bundesliga,Deniz Undav,Stuttgart,2324,"FW,MF",27,2089,23.2,0.78,0.43,1.21,4.65,2.33,0.17,0.3879310344827586,1.1637931034482758,1.25,0.1724137931034483,2024,,,,,,,,,,,,,,,,,,,,True,-0.8717628784263489,-0.3242848208551974,3.367826376288785,,0.7239262256690795,True,,244176.0,75.0,76.0,26.0,6500000.0,ST,FC 24,"Aug 11, 2023",240001.0
GER-Bundesliga,Jhon Córdoba,Köln,1920,FW,26,1998,22.2,0.59,0.09,0.68,2.75,1.13,0.21,0.4954954954954955,2.927927927927928,2.612612612612613,1.1711711711711712,2020,,,,,,,,,,,,,,,,,,,,True,-0.8121417521967931,2.3713678519891386,0.5777279902079705,,0.7123180300001053,True,,210287.0,76.0,79.0,26.0,9500000.0,ST,FIFA 20,"Aug 20, 2019",200001.0
ITA-Serie A,Krzysztof Piątek,Genoa,1819,FW,23,1593,17.7,0.62,0.0,0.62,4.29,1.75,0.14,0.5084745762711864,1.9774011299435028,1.7514124293785311,0.6214689265536724,2019,,,,,,,,,,,,,,,,,,,,False,-0.8049476714940651,0.9189334529614706,2.0192788230163914,,0.711088201494599,True,,223113.0,70.0,76.0,23.0,2500000.0,ST,FIFA 19,"Aug 21, 2018",190002.0
ESP-La Liga,Dodi Lukebakio,Sevilla,2324,"MF,FW",25,1125,12.5,0.4,0.08,0.48,3.36,1.36,0.12,2.88,1.76,1.92,0.32,2024,F M S,1122.0,6.540482584387064,6.540482584387064,0.6361335068941116,5.0,5.0,13.0,42.0,9.135638374835253,3.597939668223262,0.5246376404588554,0.051026751889902,0.5756643923487574,1.0427807486631016,1.1586452762923352,-1.540482584387064,-0.1235681217422778,0.1557257758187396,False,0.5095479836089157,0.5867377903173531,1.112496847540127,0.6329641899356527,0.7104367028505121,True,,,,,,,,,,
GER-Bundesliga,Roland Sallai,Freiburg,2223,"MF,FW",25,1002,11.1,0.09,0.27,0.36,2.87,0.99,0.03,3.153153153153154,2.702702702702702,2.612612612612613,0.2702702702702703,2023,D F M S,996.0,3.211693041957915,3.211693041957915,1.432769381441176,1.0,1.0,16.0,32.0,4.082279880531132,0.7020894680172205,0.2902132266829441,0.1294671127808291,0.4196803394637732,1.4457831325301205,1.6064257028112447,-2.211693041957915,-0.1998517808998116,0.1003654075611848,True,0.6609520669912232,2.027216729327964,0.2522165118318757,-0.1087279849593663,0.7079143307979241,True,,234171.0,76.0,77.0,25.0,9000000.0,RM,FIFA 23,"Sep 1, 2022",230001.0
GER-Bundesliga,Thomas Müller,Bayern Munich,1920,MF,29,2255,25.1,0.32,0.84,1.16,2.16,0.76,0.15,4.183266932270916,0.99601593625498,0.6772908366533864,0.4382470119521912,2020,M S,2258.0,8.575404800474644,8.575404800474644,15.50623968243599,8.0,8.0,83.0,53.0,36.35653913021088,18.292041327804327,0.3418008999303445,0.6180520688304867,0.9598529687608311,3.308237378210806,3.6758193091231175,-0.5754048004746437,-0.022934646608821,0.1618000905749932,True,1.2319263746513762,-0.5806535308375878,-0.2825523455002802,2.459751323226783,0.7071179553850728,True,,189596.0,86.0,86.0,29.0,43500000.0,CAM,FIFA 20,"Aug 20, 2019",200001.0
GER-Bundesliga,Dani Olmo,RB Leipzig,2223,MF,24,1282,14.2,0.14,0.35,0.49,3.02,1.12,0.05,0.7746478873239437,2.8169014084507045,1.1971830985915493,0.0704225352112676,2023,,,,,,,,,,,,,,,,,,,,True,-0.657412394249138,2.201715890113912,0.5544771703239642,,0.699593555396246,True,,,,,,,,,,
GER-Bundesliga,Erik Thommy,Stuttgart,1819,"MF,FW",23,794,8.8,0.11,0.11,0.23,2.83,0.57,0.04,5.113636363636363,2.0454545454545454,0.9090909090909092,0.5681818181818181,2019,,,,,,,,,,,,,,,,,,,,True,1.7476141100363116,1.0229211804712646,-0.7243179232964093,,0.6820724557370555,True,,221797.0,75.0,79.0,23.0,8500000.0,LM,FIFA 19,"Aug 21, 2018",190002.0
GER-Bundesliga,Robin Hack,Gladbach,2324,"FW,MF",24,1348,15.0,0.67,0.13,0.8,2.87,1.47,0.23,2.933333333333333,1.4666666666666666,1.1333333333333333,0.6,2024,,,,,,,,,,,,,,,,,,,,True,0.5391097307600786,0.1385153681634395,1.3682558662642013,,0.6819603217292398,True,,239367.0,72.0,76.0,24.0,3400000.0,LM,FC 24,"Aug 11, 2023",240001.0
GER-Bundesliga,Moanes Dabbur,Hoffenheim,1920,FW,27,766,8.5,0.47,0.0,0.47,2.82,1.29,0.17,0.5882352941176471,2.588235294117647,2.7058823529411766,0.4705882352941176,2020,,,,,,,,,,,,,,,,,,,,True,-0.7607376807395841,1.852306982281344,0.9497411083520794,,0.6804368032979463,True,,223790.0,78.0,78.0,28.0,14500000.0,ST,FC 24,"Aug 11, 2023",240001.0
GER-Bundesliga,Ritsu Doan,Arminia,2021,"MF,FW",22,2768,30.8,0.16,0.07,0.23,2.24,0.68,0.07,4.48051948051948,2.0779220779220777,1.0064935064935066,0.1623376623376623,2021,,,,,,,,,,,,,,,,,,,,True,1.3966883372394308,1.0725325760756672,-0.4685589045723344,,0.6668873362475879,True,,,,,,,,,,
FRA-Ligue 1,Breel Embolo,Monaco,2223,FW,25,1859,20.7,0.58,0.1,0.68,1.98,1.02,0.29,0.144927536231884,2.705314009661836,2.4154589371980677,0.6280193236714976,2023,F S,1855.0,9.970424357801676,10.730522338300943,4.767423424869776,12.0,12.0,29.0,42.0,15.112155560404062,2.4591194596141577,0.4837402653380867,0.2313035623926037,0.7150438277306904,1.4070080862533694,1.5633423180592994,2.029575642198324,0.0984699772495143,0.2373910561381351,False,-1.0064555279039815,2.031206887271862,0.3219689714838961,1.295702685647718,0.6606057541248735,True,,,,,,,,,,
GER-Bundesliga,Randal Kolo Muani,Eintracht Frankfurt,2223,FW,23,2631,29.2,0.44,0.38,0.82,2.63,1.09,0.17,0.8904109589041096,2.4315068493150687,1.7123287671232876,0.7191780821917808,2023,F M S,2671.0,13.125744855031371,14.64113382063806,7.074136344715953,13.0,15.0,41.0,77.0,21.198371678590775,3.378522824496031,0.4422751916708436,0.2383647589009493,0.680639950571793,1.381505054286784,1.5350056158742045,-0.1257448550313711,-0.0042370037262536,0.1704642188965113,True,-0.5932469195336098,1.612821062452386,0.4847247106719438,1.1321148957239695,0.6591034373286724,True,,237679.0,78.0,84.0,23.0,22500000.0,ST,FIFA 23,"Sep 1, 2022",230001.0
GER-Bundesliga,Nadiem Amiri,Mainz 05,2526,MF,28,2083,23.1,0.17,0.09,0.26,2.33,0.95,0.07,5.887445887445887,1.1255411255411254,0.8658008658008658,0.1298701298701298,2026,,,,,,,,,,,,,,,,,,,,True,2.176523387899166,-0.3827350283201551,0.1592132322958485,,0.6510005306249532,True,,225309.0,81.0,81.0,28.0,25500000.0,CM,FC 26,"Aug 7, 2025",260001.0
GER-Bundesliga,Kingsley Coman,Bayern Munich,2021,MF,24,1752,19.5,0.26,0.51,0.77,2.67,0.98,0.1,4.769230769230769,1.7435897435897436,0.6666666666666666,0.358974358974359,2021,M S,1785.0,4.1304193660616875,4.1304193660616875,5.677491904236376,5.0,5.0,45.0,52.0,14.61808417364955,6.595101764425635,0.208256438624959,0.2862600960119181,0.4945165346368771,2.26890756302521,2.5210084033613445,0.8695806339383125,0.0438444017111754,0.0794311416550324,True,1.5567160269251092,0.5616624100569942,0.2289656919478689,0.2471123675139396,0.648614124110978,True,,213345.0,84.0,88.0,24.0,60500000.0,LM,FIFA 21,"Aug 24, 2020",210001.0
GER-Bundesliga,Serge Gnabry,Bayern Munich,1819,"MF,FW",23,1762,19.6,0.51,0.26,0.77,3.27,1.63,0.16,1.683673469387755,0.7653061224489796,1.2755102040816326,0.6632653061224489,2019,F M S,1782.0,9.336768036708236,9.336768036708236,7.477373942732811,10.0,10.0,27.0,63.0,23.93461725302041,9.198959412053227,0.4715539412478907,0.3776451486228692,0.8491990898707599,1.3636363636363635,1.5151515151515151,0.6632319632917643,0.0334965638026143,0.1482026672493371,True,-0.1535551865445928,-0.9331852747880556,1.7402689844083097,1.9336006393805132,0.6467822906140437,True,,206113.0,82.0,88.0,22.0,30500000.0,LM,FIFA 19,"Aug 21, 2018",190002.0
FRA-Ligue 1,Alexis Claude-Maurice,Nice,2021,"MF,FW",22,1910,21.2,0.19,0.24,0.42,1.65,0.8,0.11,2.688679245283019,2.5,1.179245283018868,0.0471698113207547,2021,,,,,,,,,,,,,,,,,,,,False,0.403502187814296,1.717480718932907,-0.189549065964253,,0.6438112802609833,True,,,,,,,,,,
ESP-La Liga,Dani Olmo,Barcelona,2425,MF,26,1212,13.5,0.59,0.22,0.82,3.12,1.26,0.19,1.5555555555555556,1.9259259259259256,1.5555555555555556,0.074074074074074,2025,M S,1221.0,5.151577670127153,6.638132888823748,3.851693106815219,8.0,10.0,27.0,42.0,17.126844070851803,9.938899960368872,0.3797231697882423,0.2839085828119326,0.6636317526001749,1.9901719901719903,2.211302211302211,2.8484223298728466,0.2099574198923474,0.1226566111935036,False,-0.2245687373116295,0.8402777462832028,0.879988648700059,1.0512422224519389,0.6367349700308929,True,,,,,,,,,,
GER-Bundesliga,Donyell Malen,Dortmund,2324,"MF,FW",24,1781,19.8,0.66,0.05,0.71,3.64,1.82,0.18,1.9191919191919191,1.2121212121212122,0.5555555555555556,0.1515151515151515,2024,,,,,,,,,,,,,,,,,,,,True,-0.0230113703718825,-0.2504379733750801,2.182034562204439,,0.6361950728191587,True,,231447.0,82.0,84.0,24.0,39500000.0,RM,FC 24,"Aug 11, 2023",240001.0
GER-Bundesliga,Karim Onisiwo,Mainz 05,1920,"FW,MF",27,1728,19.2,0.21,0.31,0.52,2.14,1.25,0.1,1.1979166666666667,2.760416666666667,1.71875,0.5729166666666667,2020,F M S,1728.0,4.738797688856721,4.738797688856721,3.733342070132494,4.0,4.0,31.0,41.0,9.808763418346643,2.011385388672352,0.2468123796279542,0.1944448994860674,0.4412572791140216,1.6145833333333337,1.7939814814814814,-0.7387976888567209,-0.0384790462946208,0.1155804314355297,True,-0.4228018074008078,2.11540545450989,0.8567378288160521,-0.0061312963826723,0.6358025448856155,True,,229071.0,75.0,76.0,27.0,8000000.0,ST,FIFA 20,"Aug 20, 2019",200001.0
